,192440
2014-11-05,42650
2014-11-06,45000
2014-11-07,51700
2014-11-10,53200
2014-11-11,53000
2014-11-12,51200
2014-11-13,52500
2014-11-14,60300
2014-11-17,69300
2014-11-18,67800
2014-11-19,70700
2014-11-20,72100
2014-11-21,82900
2014-11-24,83900
2014-11-25,81700
2014-11-26,81700
2014-11-27,82700
2014-11-28,80100
2014-12-01,77500
2014-12-02,74500
2014-12-03,73500
2014-12-04,73500
2014-12-05,80000
2014-12-08,81000
2014-12-09,79000
2014-12-10,78300
2014-12-11,82200
2014-12-12,84700
2014-12-15,85200
2014-12-16,83800
2014-12-17,83800
2014-12-18,81900
2014-12-19,79200
2014-12-22,79500
2014-12-23,78600
2014-12-24,75500
2014-12-26,72000
2014-12-29,74900
2014-12-30,75300
2015-01-02,73300
2015-01-05,76200
2015-01-06,79500
2015-01-07,87000
2015-01-08,96600
2015-01-09,97200
2015-01-12,95600
2015-01-13,96200
2015-01-14,93000
2015-01-15,94300
2015-01-16,97700
2015-01-19,94300
2015-01-20,93200
2015-01-21,90500
2015-01-22,88000
2015-01-23,91600
2015-01-26,89600
2015-01-27,92000
2015-01-28,96800
2015-01-29,95100
2015-01-30,105200
2015-02-02,103200
2015-02-03,100200
2015-02-04,104000
2015-02-05,113900
2015-02-06,115900
2015-02-09,113000
2015-02-10,112000
2015-02-11,110900
2015-02-12,127500
2015-02-13,134000
2015-02-16,138500
2015-02-17,131500
2015-02-23,128600
2015-02-24,128300
2015-02-25,123500
2015-02-26,122000
2015-02-27,129000
2015-03-02,122000
2015-03-03,122600
2015-03-04,122200
2015-03-05,124900
2015-03-06,126500
2015-03-09,120100
2015-03-10,112000
2015-03-11,112400
2015-03-12,119300
2015-03-13,120900
2015-03-16,119700
2015-03-17,118700
2015-03-18,119000
2015-03-19,128100
2015-03-20,131500
2015-03-23,127800
2015-03-24,126600
2015-03-25,125000
2015-03-26,120000
2015-03-27,118000
2015-03-30,124200
2015-03-31,121200
2015-04-01,119300
2015-04-02,115900
2015-04-03,118000
2015-04-06,121800
2015-04-07,123600
2015-04-08,123600
2015-04-09,123600
2015-04-10,136900
2015-04-13,149400
2015-04-14,150500
2015-04-15,151000
2015-04-16,168400
2015-04-17,161800
2015-04-20,167800
