,234920
2016-09-06,12900
2016-09-07,12100
2016-09-08,11200
2016-09-09,10850
2016-09-12,10250
2016-09-13,10050
2016-09-19,10350
2016-09-20,10100
2016-09-21,10150
2016-09-22,10150
2016-09-23,11150
2016-09-26,10700
2016-09-27,11150
2016-09-28,11200
2016-09-29,11300
2016-09-30,10550
2016-10-04,10600
2016-10-05,10400
2016-10-06,11100
2016-10-07,10800
2016-10-10,11050
2016-10-11,10900
2016-10-12,10700
2016-10-13,10500
2016-10-14,10800
2016-10-17,10950
2016-10-18,10850
2016-10-19,10700
2016-10-20,10800
2016-10-21,10700
2016-10-24,10650
2016-10-25,11350
2016-10-26,11300
2016-10-27,11300
2016-10-28,12100
2016-10-31,11450
2016-11-01,11200
2016-11-02,10300
2016-11-03,10400
2016-11-04,10350
2016-11-07,10650
2016-11-08,9960
2016-11-09,9390
2016-11-10,9810
2016-11-11,10050
2016-11-14,9940
2016-11-15,9620
2016-11-16,9940
2016-11-17,10000
2016-11-18,9940
2016-11-21,9700
2016-11-22,9650
2016-11-23,9320
2016-11-24,9030
2016-11-25,9090
2016-11-28,9160
2016-11-29,9230
2016-11-30,9550
2016-12-01,9620
2016-12-02,9610
2016-12-05,9470
2016-12-06,9200
2016-12-07,8950
2016-12-08,8840
2016-12-09,8880
2016-12-12,9020
2016-12-13,9340
2016-12-14,9510
2016-12-15,9500
2016-12-16,9370
2016-12-19,9470
2016-12-20,9320
2016-12-21,9300
2016-12-22,9220
2016-12-23,9230
2016-12-26,9350
2016-12-27,9370
2016-12-28,9160
2016-12-29,9050
2017-01-02,9050
2017-01-03,9040
2017-01-04,9060
2017-01-05,9120
2017-01-06,9070
2017-01-09,9160
2017-01-10,9150
2017-01-11,9220
2017-01-12,9040
2017-01-13,9040
2017-01-16,9020
2017-01-17,8880
2017-01-18,8810
2017-01-19,8560
2017-01-20,8600
2017-01-23,8500
2017-01-24,8200
2017-01-25,8360
2017-01-26,8330
2017-01-31,8280
2017-02-01,8280
2017-02-02,8180
2017-02-03,8040
2017-02-06,8000
2017-02-07,8000
2017-02-08,7990
2017-02-09,7980
2017-02-10,8110
2017-02-13,8030
2017-02-14,8100
2017-02-15,8160
2017-02-16,8050
2017-02-17,8430
2017-02-20,8290
2017-02-21,8410
2017-02-22,8410
2017-02-23,8310
2017-02-24,8100
2017-02-27,8110
2017-02-28,8010
2017-03-02,7890
2017-03-03,7810
2017-03-06,7930
2017-03-07,8080
2017-03-08,8080
2017-03-09,8080
2017-03-10,8200
2017-03-13,8100
2017-03-14,7880
2017-03-15,7820
2017-03-16,7930
2017-03-17,8060
2017-03-20,7980
2017-03-21,7900
2017-03-22,7970
2017-03-23,7950
2017-03-24,8040
2017-03-27,7960
2017-03-28,8010
2017-03-29,8000
2017-03-30,8010
2017-03-31,7950
2017-04-03,10300
2017-04-04,8840
2017-04-05,10950
2017-04-06,12400
2017-04-07,11900
2017-04-10,12200
2017-04-11,11400
2017-04-12,10800
2017-04-13,10500
2017-04-14,10050
2017-04-17,10100
2017-04-18,9880
2017-04-19,9970
2017-04-20,9520
2017-04-21,9620
2017-04-24,9160
2017-04-25,9190
2017-04-26,9420
2017-04-27,9150
2017-04-28,9050
2017-05-02,9020
2017-05-04,9070
2017-05-08,9220
2017-05-10,9210
2017-05-11,9170
2017-05-12,9270
2017-05-15,9530
2017-05-16,9090
2017-05-17,9090
2017-05-18,9010
2017-05-19,9250
2017-05-22,9180
2017-05-23,9290
2017-05-24,9120
2017-05-25,9070
2017-05-26,9370
2017-05-29,9260
2017-05-30,9250
2017-05-31,9150
2017-06-01,9120
2017-06-02,9100
2017-06-05,8980
2017-06-07,8630
2017-06-08,8720
2017-06-09,8590
2017-06-12,8410
2017-06-13,8460
2017-06-14,8500
2017-06-15,8550
2017-06-16,8480
2017-06-19,8540
2017-06-20,8370
2017-06-21,8190
2017-06-22,8090
2017-06-23,8160
2017-06-26,8160
2017-06-27,8200
2017-06-28,8100
2017-06-29,8130
2017-06-30,8100
2017-07-03,8180
2017-07-04,8200
2017-07-05,8190
2017-07-06,8200
2017-07-07,8370
2017-07-10,8280
2017-07-11,8190
2017-07-12,8150
2017-07-13,8060
2017-07-14,8140
2017-07-17,8150
2017-07-18,8090
2017-07-19,8190
2017-07-20,8090
2017-07-21,8020
2017-07-24,8020
2017-07-25,7990
2017-07-26,7910
2017-07-27,7890
2017-07-28,7610
2017-07-31,7400
2017-08-01,7530
2017-08-02,7640
2017-08-03,7450
2017-08-04,7540
2017-08-07,7530
2017-08-08,7590
2017-08-09,7500
2017-08-10,7410
2017-08-11,7170
2017-08-14,7100
2017-08-16,7230
2017-08-17,7260
2017-08-18,7310
2017-08-21,7270
2017-08-22,7300
2017-08-23,7300
2017-08-24,7260
2017-08-25,7350
2017-08-28,7330
2017-08-29,7530
2017-08-30,7530
2017-08-31,7640
2017-09-01,7550
2017-09-04,7300
2017-09-05,7230
2017-09-06,7170
2017-09-07,7230
2017-09-08,6970
2017-09-11,6980
2017-09-12,7400
2017-09-13,7420
2017-09-14,7560
2017-09-15,7390
2017-09-18,7600
2017-09-19,7580
2017-09-20,7420
2017-09-21,7350
2017-09-22,7200
2017-09-25,6920
2017-09-26,7110
2017-09-27,7080
2017-09-28,7060
2017-09-29,7100
2017-10-10,7070
2017-10-11,7090
2017-10-12,7210
2017-10-13,7200
2017-10-16,7190
2017-10-17,7110
2017-10-18,7080
2017-10-19,7110
2017-10-20,7110
2017-10-23,7140
2017-10-24,7170
2017-10-25,7290
2017-10-26,7240
2017-10-27,7500
2017-10-30,7500
2017-10-31,7470
2017-11-01,7600
2017-11-02,7480
2017-11-03,7460
2017-11-06,7450
2017-11-07,7460
2017-11-08,7420
2017-11-09,7700
2017-11-10,7620
2017-11-13,7580
2017-11-14,7520
2017-11-15,7370
2017-11-16,7320
2017-11-17,7360
2017-11-20,7580
2017-11-21,7460
2017-11-22,7330
2017-11-23,7300
2017-11-24,7430
2017-11-27,7330
2017-11-28,7210
2017-11-29,7190
2017-11-30,7110
2017-12-01,7150
2017-12-04,7130
2017-12-05,7160
2017-12-06,7120
2017-12-07,7070
2017-12-08,7030
2017-12-11,7040
2017-12-12,7020
2017-12-13,7000
2017-12-14,7020
2017-12-15,7120
2017-12-18,7120
2017-12-19,7120
2017-12-20,6980
2017-12-21,6790
2017-12-22,6810
2017-12-26,6990
2017-12-27,6960
2017-12-28,6970
2018-01-02,6940
2018-01-03,6960
2018-01-04,6780
2018-01-05,6670
2018-01-08,6420
2018-01-09,6490
2018-01-10,6500
2018-01-11,6330
2018-01-12,6150
2018-01-15,6150
2018-01-16,6290
2018-01-17,6180
2018-01-18,6260
2018-01-19,6210
2018-01-22,6250
2018-01-23,6310
2018-01-24,6320
2018-01-25,6430
2018-01-26,6480
2018-01-29,6600
2018-01-30,6630
2018-01-31,6650
2018-02-01,6680
2018-02-02,6480
2018-02-05,6330
2018-02-06,6370
2018-02-07,6280
2018-02-08,6500
2018-02-09,6310
2018-02-12,6230
2018-02-13,6190
2018-02-14,6230
2018-02-19,6340
2018-02-20,6600
2018-02-21,6710
2018-02-22,6620
2018-02-23,6650
2018-02-26,6700
2018-02-27,6870
2018-02-28,6680
2018-03-02,6670
2018-03-05,6670
2018-03-06,6670
2018-03-07,6280
2018-03-08,6330
2018-03-09,6400
2018-03-12,6460
2018-03-13,6410
2018-03-14,6470
2018-03-15,6470
2018-03-16,6400
2018-03-19,6390
2018-03-20,6420
2018-03-21,6380
2018-03-22,6520
2018-03-23,6160
2018-03-26,6220
2018-03-27,6280
2018-03-28,6200
2018-03-29,6250
2018-03-30,6400
2018-04-02,6430
2018-04-03,6450
2018-04-04,6300
2018-04-05,6320
2018-04-06,6270
2018-04-09,6230
2018-04-10,6200
2018-04-11,6260
2018-04-12,6320
2018-04-13,6250
2018-04-16,6260
2018-04-17,6330
2018-04-18,6300
2018-04-19,6380
2018-04-20,6500
2018-04-23,6440
2018-04-24,6380
2018-04-25,6380
2018-04-26,6390
2018-04-27,6380
2018-04-30,6350
2018-05-02,6360
2018-05-03,6450
2018-05-04,6560
2018-05-08,6590
2018-05-09,6430
2018-05-10,6370
2018-05-11,6670
2018-05-14,6850
2018-05-15,6850
2018-05-16,6580
2018-05-17,6800
2018-05-18,6810
2018-05-21,6780
2018-05-23,6630
2018-05-24,6840
2018-05-25,6930
2018-05-28,6860
2018-05-29,6750
2018-05-30,6830
2018-05-31,6750
2018-06-01,6830
2018-06-04,6810
2018-06-05,6810
2018-06-07,6850
2018-06-08,6730
2018-06-11,6600
2018-06-12,6390
2018-06-14,6270
2018-06-15,6250
2018-06-18,6030
2018-06-19,5820
2018-06-20,5890
2018-06-21,5890
2018-06-22,5910
2018-06-25,5950
2018-06-26,6180
2018-06-27,6180
2018-06-28,6160
2018-06-29,6270
2018-07-02,6210
2018-07-03,6190
2018-07-04,6190
2018-07-05,6190
2018-07-06,6200
2018-07-09,6200
2018-07-10,6230
2018-07-11,6200
2018-07-12,6140
2018-07-13,6150
2018-07-16,6520
2018-07-17,6600
2018-07-18,6510
2018-07-19,6290
2018-07-20,6190
2018-07-23,6240
2018-07-24,6100
2018-07-25,5990
2018-07-26,5990
2018-07-27,6020
2018-07-30,5900
2018-07-31,5910
2018-08-01,5960
2018-08-02,5900
2018-08-03,5910
2018-08-06,5920
2018-08-07,5900
2018-08-08,5920
2018-08-09,5900
2018-08-10,5900
2018-08-13,5760
2018-08-14,5710
2018-08-16,5540
2018-08-17,5580
2018-08-20,5710
2018-08-21,5750
2018-08-22,5690
2018-08-23,5620
2018-08-24,5660
2018-08-27,5600
2018-08-28,5620
2018-08-29,5570
2018-08-30,5600
2018-08-31,5650
2018-09-03,5660
2018-09-04,5630
2018-09-05,5610
2018-09-06,5540
2018-09-07,5400
2018-09-10,5480
2018-09-11,5460
2018-09-12,5470
2018-09-13,5450
2018-09-14,5640
2018-09-17,5690
2018-09-18,5980
2018-09-19,6030
2018-09-20,5900
2018-09-21,6100
2018-09-27,6290
2018-09-28,6190
2018-10-01,6190
2018-10-02,6070
2018-10-04,6140
2018-10-05,6220
2018-10-08,6560
2018-10-10,6540
2018-10-11,6200
2018-10-12,6360
2018-10-15,6290
2018-10-16,6320
2018-10-17,6290
2018-10-18,6250
2018-10-19,6200
2018-10-22,6190
2018-10-23,6080
2018-10-24,6050
2018-10-25,5900
2018-10-26,5910
2018-10-29,5650
2018-10-30,5780
2018-10-31,5850
2018-11-01,5930
2018-11-02,6220
2018-11-05,6300
2018-11-06,6360
2018-11-07,6330
2018-11-08,6370
2018-11-09,6590
2018-11-12,6680
2018-11-13,6670
2018-11-14,6630
2018-11-15,6630
2018-11-16,6760
2018-11-19,6670
2018-11-20,6430
2018-11-21,6430
2018-11-22,6340
2018-11-23,6300
2018-11-26,6160
2018-11-27,6130
2018-11-28,6020
2018-11-29,6250
2018-11-30,6410
2018-12-03,6560
2018-12-04,6580
2018-12-05,6420
2018-12-06,6410
2018-12-07,6900
2018-12-10,7110
2018-12-11,7300
2018-12-12,7360
2018-12-13,7420
2018-12-14,7170
2018-12-17,7020
2018-12-18,6830
2018-12-19,7230
2018-12-20,7140
2018-12-21,7100
2018-12-24,7800
2018-12-26,7840
2018-12-27,8110
2018-12-28,8780
