,213420
2015-02-06,12825
2015-02-09,12976
2015-02-10,12124
2015-02-11,12299
2015-02-12,11773
2015-02-13,11172
2015-02-16,10771
2015-02-17,10821
2015-02-23,10671
2015-02-24,11348
2015-02-25,11022
2015-02-26,10746
2015-02-27,11373
2015-03-02,11723
2015-03-03,11673
2015-03-04,11473
2015-03-05,11523
2015-03-06,11773
2015-03-09,11548
2015-03-10,11247
2015-03-11,11598
2015-03-12,11423
2015-03-13,11448
2015-03-16,11673
2015-03-17,11548
2015-03-18,11373
2015-03-19,10796
2015-03-20,10922
2015-03-23,10771
2015-03-24,11348
2015-03-25,11297
2015-03-26,11097
2015-03-27,11598
2015-03-30,11723
2015-03-31,11222
2015-04-01,11773
2015-04-02,12475
2015-04-03,12650
2015-04-06,12400
2015-04-07,12375
2015-04-08,12199
2015-04-09,12099
2015-04-10,11974
2015-04-13,12099
2015-04-14,11949
2015-04-15,11924
2015-04-16,11924
2015-04-17,12299
2015-04-20,12400
2015-04-21,12124
2015-04-22,11573
2015-04-23,11573
2015-04-24,11523
2015-04-27,11423
2015-04-28,11548
2015-04-29,11272
2015-04-30,11072
2015-05-04,11523
2015-05-06,11272
2015-05-07,11222
2015-05-08,11448
2015-05-11,11548
2015-05-12,11272
2015-05-13,11197
2015-05-14,11197
2015-05-15,10922
2015-05-18,10696
2015-05-19,10496
2015-05-20,10947
2015-05-21,10847
2015-05-22,10897
2015-05-26,10821
2015-05-27,10521
2015-05-28,10421
2015-05-29,10421
2015-06-01,10170
2015-06-02,9744
2015-06-03,9769
2015-06-04,9694
2015-06-05,9669
2015-06-08,9494
2015-06-09,9594
2015-06-10,9519
2015-06-11,9469
2015-06-12,9193
2015-06-15,9444
2015-06-16,9243
2015-06-17,9344
2015-06-18,9143
2015-06-19,9243
2015-06-22,9143
2015-06-23,9394
2015-06-24,9569
2015-06-25,9794
2015-06-26,10020
2015-06-29,9569
2015-06-30,9569
2015-07-01,9694
2015-07-02,9594
2015-07-03,9619
2015-07-06,9143
2015-07-07,8943
2015-07-08,8943
2015-07-09,9444
2015-07-10,9444
2015-07-13,9469
2015-07-14,9494
2015-07-15,9494
2015-07-16,9694
2015-07-17,9619
2015-07-20,9444
2015-07-21,9694
2015-07-22,9669
2015-07-23,9669
2015-07-24,9369
2015-07-27,9494
2015-07-28,9394
2015-07-29,9118
2015-07-30,8241
2015-07-31,7841
2015-08-03,7665
2015-08-04,8091
2015-08-05,7765
2015-08-06,7640
2015-08-07,7390
2015-08-10,7565
2015-08-11,7490
2015-08-12,7665
2015-08-13,7740
2015-08-17,7715
2015-08-18,7540
2015-08-19,7690
2015-08-20,7465
2015-08-21,7014
2015-08-24,7039
2015-08-25,7665
2015-08-26,8041
2015-08-27,8166
2015-08-28,8392
2015-08-31,8392
2015-09-01,8291
2015-09-02,8392
2015-09-03,8166
2015-09-04,8091
2015-09-07,8467
2015-09-08,8792
2015-09-09,8843
2015-09-10,8968
2015-09-11,8943
2015-09-14,9293
2015-09-15,9444
2015-09-16,9344
2015-09-17,9293
2015-09-18,9594
2015-09-21,9519
2015-09-22,9519
2015-09-23,9293
2015-09-24,9018
2015-09-25,8943
2015-09-30,8968
2015-10-01,8993
2015-10-02,9218
2015-10-05,9018
2015-10-06,9068
2015-10-07,9544
2015-10-08,9794
2015-10-12,9794
2015-10-13,9794
2015-10-14,9995
2015-10-15,10320
2015-10-16,10120
2015-10-19,9794
2015-10-20,9845
2015-10-21,9569
2015-10-22,9544
2015-10-23,9519
2015-10-26,10045
2015-10-27,10095
2015-10-28,11172
2015-10-29,11197
2015-10-30,11473
2015-11-02,11122
2015-11-03,11122
2015-11-04,11122
2015-11-05,11523
2015-11-06,11698
2015-11-09,11348
2015-11-10,11172
2015-11-11,11122
2015-11-12,11874
2015-11-13,12575
2015-11-16,12299
2015-11-17,13176
2015-11-18,13101
2015-11-19,13527
2015-11-20,14529
2015-11-23,14654
2015-11-24,14028
2015-11-25,14529
2015-11-26,14754
2015-11-27,14529
2015-11-30,14754
2015-12-01,15731
2015-12-02,15305
2015-12-03,15030
2015-12-04,14754
2015-12-07,14654
2015-12-08,14228
2015-12-09,14379
2015-12-10,14404
2015-12-11,14429
2015-12-14,13502
2015-12-15,13852
2015-12-16,13477
2015-12-17,14353
2015-12-18,14153
2015-12-21,14303
2015-12-22,13827
2015-12-23,14479
2015-12-24,14028
2015-12-28,14028
2015-12-29,13928
2015-12-30,14178
2016-01-04,14253
2016-01-05,14529
2016-01-06,14203
2016-01-07,13552
2016-01-08,14028
2016-01-11,13251
2016-01-12,12425
2016-01-13,13051
2016-01-14,14980
2016-01-15,14454
2016-01-18,14178
2016-01-19,15932
2016-01-20,15205
2016-01-21,15381
2016-01-22,14629
2016-01-25,14504
2016-01-26,14203
2016-01-27,13903
2016-01-28,13427
2016-01-29,13953
2016-02-01,14579
2016-02-02,14804
